,Max Iter,Alpha,Num Node 1,Num Node 2,MSE
683,500,0.0001,15,3,
684,500,0.0001,15,5,
685,500,0.0001,15,7,
686,500,0.0001,15,9,
687,500,0.0001,15,11,
688,500,0.0001,15,13,
689,500,0.0001,15,15,
690,500,0.0001,15,17,
691,500,0.0001,15,19,
692,500,0.0001,15,21,
693,500,0.0001,17,1,
694,500,0.0001,17,3,
695,500,0.0001,17,5,
696,500,0.0001,17,7,
697,500,0.0001,17,9,
698,500,0.0001,17,11,
699,500,0.0001,17,13,
700,500,0.0001,17,15,
701,500,0.0001,17,17,
702,500,0.0001,17,19,
703,500,0.0001,17,21,
704,500,0.0001,19,1,
705,500,0.0001,19,3,
706,500,0.0001,19,5,
707,500,0.0001,19,7,
708,500,0.0001,19,9,
709,500,0.0001,19,11,
710,500,0.0001,19,13,
711,500,0.0001,19,15,
712,500,0.0001,19,17,
713,500,0.0001,19,19,
714,500,0.0001,19,21,
715,500,0.0001,21,1,
716,500,0.0001,21,3,
717,500,0.0001,21,5,
718,500,0.0001,21,7,
719,500,0.0001,21,9,
720,500,0.0001,21,11,
721,500,0.0001,21,13,
722,500,0.0001,21,15,
723,500,0.0001,21,17,
724,500,0.0001,21,19,
725,500,0.0001,21,21,
726,500,1e-05,1,1,1.692
727,500,1e-05,1,3,2.046
728,500,1e-05,1,5,1.521
729,500,1e-05,1,7,1.628
730,500,1e-05,1,9,1.579
731,500,1e-05,1,11,1.453
732,500,1e-05,1,13,1.992
733,500,1e-05,1,15,1.655
734,500,1e-05,1,17,1.396
735,500,1e-05,1,19,1.512
736,500,1e-05,1,21,1.583
737,500,1e-05,3,1,2.488
738,500,1e-05,3,3,2.753
739,500,1e-05,3,5,3.027
740,500,1e-05,3,7,2.837
741,500,1e-05,3,9,2.893
742,500,1e-05,3,11,2.446
743,500,1e-05,3,13,2.755
744,500,1e-05,3,15,2.602
745,500,1e-05,3,17,3.216
746,500,1e-05,3,19,2.628
747,500,1e-05,3,21,2.812
748,500,1e-05,5,1,3.761
749,500,1e-05,5,3,4.519
750,500,1e-05,5,5,4.367
751,500,1e-05,5,7,4.197
752,500,1e-05,5,9,5.02
753,500,1e-05,5,11,4.29
754,500,1e-05,5,13,4.723
755,500,1e-05,5,15,4.041
756,500,1e-05,5,17,4.408
757,500,1e-05,5,19,4.259
758,500,1e-05,5,21,4.428
759,500,1e-05,7,1,6.64
760,500,1e-05,7,3,6.357
761,500,1e-05,7,5,6.288
762,500,1e-05,7,7,6.771
763,500,1e-05,7,9,5.619
764,500,1e-05,7,11,6.971
765,500,1e-05,7,13,7.099
766,500,1e-05,7,15,7.391
767,500,1e-05,7,17,6.797
768,500,1e-05,7,19,6.1
769,500,1e-05,7,21,7.418
770,500,1e-05,9,1,9.422
771,500,1e-05,9,3,8.389
772,500,1e-05,9,5,9.247
773,500,1e-05,9,7,9.484
774,500,1e-05,9,9,9.316
775,500,1e-05,9,11,9.434
776,500,1e-05,9,13,9.4
777,500,1e-05,9,15,10.02
778,500,1e-05,9,17,8.969
779,500,1e-05,9,19,8.033
780,500,1e-05,9,21,7.831
781,500,1e-05,11,1,
782,500,1e-05,11,3,
783,500,1e-05,11,5,13.953
784,500,1e-05,11,7,11.078
785,500,1e-05,11,9,
786,500,1e-05,11,11,13.269
787,500,1e-05,11,13,
788,500,1e-05,11,15,12.518
789,500,1e-05,11,17,
790,500,1e-05,11,19,13.119
791,500,1e-05,11,21,15.075
792,500,1e-05,13,1,
793,500,1e-05,13,3,
794,500,1e-05,13,5,
795,500,1e-05,13,7,
796,500,1e-05,13,9,
797,500,1e-05,13,11,
798,500,1e-05,13,13,
799,500,1e-05,13,15,
800,500,1e-05,13,17,
801,500,1e-05,13,19,
802,500,1e-05,13,21,
803,500,1e-05,15,1,
804,500,1e-05,15,3,
805,500,1e-05,15,5,
806,500,1e-05,15,7,
807,500,1e-05,15,9,
808,500,1e-05,15,11,
809,500,1e-05,15,13,
810,500,1e-05,15,15,
811,500,1e-05,15,17,
812,500,1e-05,15,19,
813,500,1e-05,15,21,
814,500,1e-05,17,1,
815,500,1e-05,17,3,
816,500,1e-05,17,5,
817,500,1e-05,17,7,
818,500,1e-05,17,9,
819,500,1e-05,17,11,
820,500,1e-05,17,13,
821,500,1e-05,17,15,
822,500,1e-05,17,17,
823,500,1e-05,17,19,
824,500,1e-05,17,21,
825,500,1e-05,19,1,
826,500,1e-05,19,3,
827,500,1e-05,19,5,
828,500,1e-05,19,7,
829,500,1e-05,19,9,
830,500,1e-05,19,11,
831,500,1e-05,19,13,
832,500,1e-05,19,15,
833,500,1e-05,19,17,
834,500,1e-05,19,19,
835,500,1e-05,19,21,
836,500,1e-05,21,1,
837,500,1e-05,21,3,
838,500,1e-05,21,5,
839,500,1e-05,21,7,
840,500,1e-05,21,9,
841,500,1e-05,21,11,
842,500,1e-05,21,13,
843,500,1e-05,21,15,
844,500,1e-05,21,17,
845,500,1e-05,21,19,
846,500,1e-05,21,21,
847,500,1e-07,1,1,1.775
848,500,1e-07,1,3,1.967
849,500,1e-07,1,5,1.546
850,500,1e-07,1,7,1.867
851,500,1e-07,1,9,1.664
852,500,1e-07,1,11,1.729
853,500,1e-07,1,13,1.658
854,500,1e-07,1,15,1.718
855,500,1e-07,1,17,1.451
856,500,1e-07,1,19,1.706
857,500,1e-07,1,21,1.547
858,500,1e-07,3,1,2.332
859,500,1e-07,3,3,2.714
860,500,1e-07,3,5,2.745
861,500,1e-07,3,7,2.577
862,500,1e-07,3,9,2.486
863,500,1e-07,3,11,2.655
864,500,1e-07,3,13,2.439
865,500,1e-07,3,15,3.035
866,500,1e-07,3,17,2.793
867,500,1e-07,3,19,2.489
868,500,1e-07,3,21,2.484
869,500,1e-07,5,1,4.386
870,500,1e-07,5,3,4.081
871,500,1e-07,5,5,4.007
872,500,1e-07,5,7,3.936
873,500,1e-07,5,9,4.508
874,500,1e-07,5,11,4.151
875,500,1e-07,5,13,4.639
876,500,1e-07,5,15,3.733
877,500,1e-07,5,17,3.164
878,500,1e-07,5,19,3.756
879,500,1e-07,5,21,4.22
880,500,1e-07,7,1,5.845
881,500,1e-07,7,3,6.017
882,500,1e-07,7,5,6.632
883,500,1e-07,7,7,6.062
884,500,1e-07,7,9,6.534
885,500,1e-07,7,11,4.721
886,500,1e-07,7,13,5.815
887,500,1e-07,7,15,6.747
888,500,1e-07,7,17,6.566
889,500,1e-07,7,19,7.469
890,500,1e-07,7,21,5.474
891,500,1e-07,9,1,8.411
892,500,1e-07,9,3,8.394
893,500,1e-07,9,5,8.965
894,500,1e-07,9,7,8.178
895,500,1e-07,9,9,9.072
896,500,1e-07,9,11,8.28
897,500,1e-07,9,13,9.996
898,500,1e-07,9,15,8.199
899,500,1e-07,9,17,6.832
900,500,1e-07,9,19,8.427
901,500,1e-07,9,21,8.391
902,500,1e-07,11,1,9.446
903,500,1e-07,11,3,11.046
904,500,1e-07,11,5,11.207
905,500,1e-07,11,7,10.733
906,500,1e-07,11,9,11.505
907,500,1e-07,11,11,10.803
